journey_id,journey_date,train_number,train_type,priority_tier,station_code,station_sequence,distance_from_origin,distance_remaining,scheduled_arrival,scheduled_departure,actual_arrival,actual_departure,current_delay_min,section_occupancy_ratio,headway_km,weather_fog_index,is_junction_ahead,hour_of_day,day_of_week,month,is_weekend,observation_timestamp,target_remaining_time_to_destination,target_remaining_time_to_station,next_station_code,next_station_dist_km
JRN-20250130-14218-01325,2025-01-30,14218,Express,4,GZB,2,25.6,414.7,21:56,21:56,22:35,22:35,38.56,0.24,4.38,0.98,1,22,3,1,0,2025-01-30T22:35:33.478616,680.0,168.0,ALJN,100.4
JRN-20250130-14218-01325,2025-01-30,14218,Express,4,ALJN,3,126.0,314.3,23:15,23:15,01:23,01:23,127.56,0.86,11.79,0.98,1,1,3,1,0,2025-01-31T01:23:33.478616,512.0,51.0,HRS,31.0
JRN-20250130-14218-01325,2025-01-30,14218,Express,4,HRS,4,157.0,283.3,23:39,23:39,02:14,02:14,155.56,0.87,3.62,0.98,0,2,3,1,0,2025-01-31T02:14:33.478616,461.0,92.0,TDL,47.19999999999999
JRN-20250130-14218-01325,2025-01-30,14218,Express,4,TDL,5,204.2,236.1,00:20,00:20,03:46,03:46,206.56,0.75,8.54,0.98,1,3,3,1,0,2025-01-31T03:46:33.478616,369.0,57.0,SKB,39.80000000000001
JRN-20250130-14218-01325,2025-01-30,14218,Express,4,SKB,6,244.0,196.3,00:50,00:50,04:43,04:43,232.56,0.9,4.69,0.98,0,4,3,1,0,2025-01-31T04:43:33.478616,312.0,98.0,ETW,53.0
JRN-20250130-14218-01325,2025-01-30,14218,Express,4,ETW,7,297.0,143.3,01:35,01:35,06:21,06:21,285.56,0.25,2.48,0.98,1,6,3,1,0,2025-01-31T06:21:33.478616,214.0,74.0,PHD,58.0
JRN-20250130-14218-01325,2025-01-30,14218,Express,4,PHD,8,355.0,85.3,02:18,02:18,07:35,07:35,317.56,0.67,7.7,0.98,0,7,3,1,0,2025-01-31T07:35:33.478616,140.0,67.0,RURA,41.0
JRN-20250130-14218-01325,2025-01-30,14218,Express,4,RURA,9,396.0,44.3,02:49,02:49,08:42,08:42,353.56,0.6,3.14,0.98,0,8,3,1,0,2025-01-31T08:42:33.478616,73.0,73.0,CNB,44.30000000000001
JRN-20250130-14218-01325,2025-01-30,14218,Express,4,CNB,10,440.3,0.0,03:20,--:--,09:55,--:--,395.56,0.62,18.87,0.98,1,9,3,1,0,2025-01-31T09:55:33.478616,0.0,0.0,CNB,0.0
JRN-20250130-12876-01326,2025-01-30,12876,Superfast,3,NDLS,1,0.0,440.3,--:--,07:30,--:--,07:31,1.18,0.2,25.0,0.0,1,7,3,1,0,2025-01-30T07:31:10.533659,462.0,39.0,GZB,25.6
JRN-20250130-12876-01326,2025-01-30,12876,Superfast,3,GZB,2,25.6,414.7,07:56,07:56,08:10,08:10,14.18,0.49,12.89,0.0,1,8,3,1,0,2025-01-30T08:10:10.533659,423.0,126.0,ALJN,100.4
JRN-20250130-12876-01326,2025-01-30,12876,Superfast,3,ALJN,3,126.0,314.3,09:15,09:15,10:16,10:16,61.18,1.03,11.37,0.0,1,10,3,1,0,2025-01-30T10:16:10.533659,297.0,86.0,TDL,78.19999999999999
JRN-20250130-12876-01326,2025-01-30,12876,Superfast,3,TDL,4,204.2,236.1,10:18,10:18,11:42,11:42,84.18,0.68,30.0,0.0,1,11,3,1,0,2025-01-30T11:42:10.533659,211.0,76.0,ETW,92.80000000000001
JRN-20250130-12876-01326,2025-01-30,12876,Superfast,3,ETW,5,297.0,143.3,11:32,11:32,12:58,12:58,86.18,0.13,8.99,0.0,1,12,3,1,0,2025-01-30T12:58:10.533659,135.0,135.0,CNB,143.3
JRN-20250130-12876-01326,2025-01-30,12876,Superfast,3,CNB,6,440.3,0.0,13:13,--:--,15:13,--:--,120.18,0.75,8.95,0.0,1,15,3,1,0,2025-01-30T15:13:10.533659,0.0,0.0,CNB,0.0
JRN-20250130-12398-01327,2025-01-30,12398,Superfast,3,NDLS,1,0.0,440.3,--:--,12:50,--:--,12:52,2.09,0.2,25.0,0.73,1,12,3,1,0,2025-01-30T12:52:05.230722,487.0,153.0,ALJN,126.0
JRN-20250130-12398-01327,2025-01-30,12398,Superfast,3,ALJN,2,126.0,314.3,14:27,14:27,15:25,15:25,58.09,0.5,16.62,0.73,1,15,3,1,0,2025-01-30T15:25:05.230722,334.0,334.0,CNB,314.3
JRN-20250130-12398-01327,2025-01-30,12398,Superfast,3,CNB,3,440.3,0.0,18:09,--:--,20:59,--:--,170.09,0.43,11.31,0.73,1,20,3,1,0,2025-01-30T20:59:05.230722,0.0,0.0,CNB,0.0
JRN-20250130-12461-01328,2025-01-30,12461,Superfast,3,NDLS,1,0.0,440.3,--:--,21:15,--:--,21:15,0.05,0.2,25.0,0.0,1,21,3,1,0,2025-01-30T21:15:02.965468,457.0,37.0,GZB,25.6
JRN-20250130-12461-01328,2025-01-30,12461,Superfast,3,GZB,2,25.6,414.7,21:41,21:41,21:52,21:52,11.05,0.41,11.56,0.0,1,21,3,1,0,2025-01-30T21:52:02.965468,420.0,110.0,ALJN,100.4
JRN-20250130-12461-01328,2025-01-30,12461,Superfast,3,ALJN,3,126.0,314.3,23:00,23:00,23:42,23:42,42.05,0.79,8.1,0.0,1,23,3,1,0,2025-01-30T23:42:02.965468,310.0,72.0,TDL,78.19999999999999
JRN-20250130-12461-01328,2025-01-30,12461,Superfast,3,TDL,4,204.2,236.1,00:03,00:03,00:54,00:54,48.05,0.26,4.96,0.0,1,0,3,1,0,2025-01-31T00:54:02.965468,238.0,238.0,CNB,236.10000000000002
JRN-20250130-12461-01328,2025-01-30,12461,Superfast,3,CNB,5,440.3,0.0,02:50,--:--,04:52,--:--,122.05,0.96,4.38,0.0,1,4,3,1,0,2025-01-31T04:52:02.965468,0.0,0.0,CNB,0.0
JRN-20250130-54308-01329,2025-01-30,54308,Passenger,5,NDLS,1,0.0,126.0,--:--,05:45,--:--,05:45,0.0,0.2,25.0,0.0,1,5,3,1,0,2025-01-30T05:45:00,189.0,69.0,GZB,25.6
JRN-20250130-54308-01329,2025-01-30,54308,Passenger,5,GZB,2,25.6,100.4,06:11,06:11,06:54,06:54,43.0,0.86,6.35,0.0,1,6,3,1,0,2025-01-30T06:54:00,120.0,120.0,ALJN,100.4
JRN-20250130-54308-01329,2025-01-30,54308,Passenger,5,ALJN,3,126.0,0.0,07:22,--:--,08:54,--:--,92.0,0.73,4.33,0.0,1,8,3,1,0,2025-01-30T08:54:00,0.0,0.0,ALJN,0.0
JRN-20250130-64582-01330,2025-01-30,64582,MEMU,5,TDL,1,0.0,236.1,--:--,06:15,--:--,06:15,0.0,0.2,25.0,0.0,1,6,3,1,0,2025-01-30T06:15:00,301.0,34.0,SKB,39.8
JRN-20250130-64582-01330,2025-01-30,64582,MEMU,5,SKB,2,39.8,196.3,06:45,06:45,06:49,06:49,4.0,0.34,11.43,0.0,0,6,3,1,0,2025-01-30T06:49:00,267.0,71.0,ETW,53.0
JRN-20250130-64582-01330,2025-01-30,64582,MEMU,5,ETW,3,92.8,143.3,07:30,07:30,08:00,08:00,29.0,0.26,3.63,0.0,1,8,3,1,0,2025-01-30T08:00:00,196.0,102.0,PHD,58.000000000000014
JRN-20250130-64582-01330,2025-01-30,64582,MEMU,5,PHD,4,150.8,85.3,08:13,08:13,09:42,09:42,88.0,0.97,1.77,0.0,0,9,3,1,0,2025-01-30T09:42:00,94.0,36.0,RURA,41.0
JRN-20250130-64582-01330,2025-01-30,64582,MEMU,5,RURA,5,191.8,44.3,08:44,08:44,10:18,10:18,94.0,0.41,20.66,0.0,0,10,3,1,0,2025-01-30T10:18:00,58.0,58.0,CNB,44.29999999999998
JRN-20250130-64582-01330,2025-01-30,64582,MEMU,5,CNB,6,236.1,0.0,09:15,--:--,11:16,--:--,121.0,0.61,14.65,0.0,1,11,3,1,0,2025-01-30T11:16:00,0.0,0.0,CNB,0.0
JRN-20250130-64102-01331,2025-01-30,64102,Suburban,5,NDLS,1,0.0,25.6,--:--,08:00,--:--,08:03,3.92,0.2,25.0,0.86,1,8,3,1,0,2025-01-30T08:03:55.355318,49.0,49.0,GZB,25.6
JRN-20250130-64102-01331,2025-01-30,64102,Suburban,5,GZB,2,25.6,0.0,08:18,--:--,08:52,--:--,34.92,0.5,6.98,0.86,1,8,3,1,0,2025-01-30T08:52:55.355318,0.0,0.0,GZB,0.0
JRN-20250130-22436-01332,2025-01-30,22436,Vande Bharat,1,NDLS,1,0.0,440.3,--:--,06:00,--:--,06:00,0.0,0.2,25.0,0.0,1,6,3,1,0,2025-01-30T06:00:00,307.0,307.0,CNB,440.3
JRN-20250130-22436-01332,2025-01-30,22436,Vande Bharat,1,CNB,2,440.3,0.0,10:24,--:--,11:07,--:--,43.0,1.01,7.57,0.0,1,11,3,1,0,2025-01-30T11:07:00,0.0,0.0,CNB,0.0
JRN-20250130-12302-01333,2025-01-30,12302,Rajdhani,1,NDLS,1,0.0,440.3,--:--,16:50,--:--,17:02,12.24,0.2,25.0,0.0,1,17,3,1,0,2025-01-30T17:02:14.118043,288.0,288.0,CNB,440.3
JRN-20250130-12302-01333,2025-01-30,12302,Rajdhani,1,CNB,2,440.3,0.0,21:14,--:--,21:50,--:--,36.24,0.74,5.22,0.0,1,21,3,1,0,2025-01-30T21:50:14.118043,0.0,0.0,CNB,0.0
JRN-20250131-12004-01334,2025-01-31,12004,Shatabdi,2,NDLS,1,0.0,440.3,--:--,06:10,--:--,06:40,30.73,0.2,25.0,0.0,1,6,4,1,0,2025-01-31T06:40:43.878157,397.0,35.0,GZB,25.6
JRN-20250131-12004-01334,2025-01-31,12004,Shatabdi,2,GZB,2,25.6,414.7,06:30,06:30,07:15,07:15,45.73,0.69,7.29,0.0,1,7,4,1,0,2025-01-31T07:15:43.878157,362.0,85.0,ALJN,100.4
JRN-20250131-12004-01334,2025-01-31,12004,Shatabdi,2,ALJN,3,126.0,314.3,07:35,07:35,08:40,08:40,65.73,0.74,6.31,0.0,1,8,4,1,0,2025-01-31T08:40:43.878157,277.0,75.0,TDL,78.19999999999999
JRN-20250131-12004-01334,2025-01-31,12004,Shatabdi,2,TDL,4,204.2,236.1,08:27,08:27,09:55,09:55,86.73,0.83,9.49,0.0,1,9,4,1,0,2025-01-31T09:55:43.878157,202.0,74.0,ETW,92.80000000000001
JRN-20250131-12004-01334,2025-01-31,12004,Shatabdi,2,ETW,5,297.0,143.3,09:28,09:28,11:09,11:09,99.73,0.16,1.37,0.0,1,11,4,1,0,2025-01-31T11:09:43.878157,128.0,46.0,PHD,58.0
JRN-20250131-12004-01334,2025-01-31,12004,Shatabdi,2,PHD,6,355.0,85.3,10:05,10:05,11:55,11:55,110.73,0.14,2.14,0.0,0,11,4,1,0,2025-01-31T11:55:43.878157,82.0,82.0,CNB,85.30000000000001
JRN-20250131-12004-01334,2025-01-31,12004,Shatabdi,2,CNB,7,440.3,0.0,10:56,--:--,13:17,--:--,141.73,0.79,2.54,0.0,1,13,4,1,0,2025-01-31T13:17:43.878157,0.0,0.0,CNB,0.0
JRN-20250131-12566-01335,2025-01-31,12566,Superfast,3,NDLS,1,0.0,440.3,--:--,13:00,--:--,13:08,8.67,0.2,25.0,0.33,1,13,4,1,0,2025-01-31T13:08:40.469894,458.0,57.0,GZB,25.6
JRN-20250131-12566-01335,2025-01-31,12566,Superfast,3,GZB,2,25.6,414.7,13:26,13:26,14:05,14:05,39.67,0.65,2.82,0.33,1,14,4,1,0,2025-01-31T14:05:40.469894,401.0,103.0,ALJN,100.4
JRN-20250131-12566-01335,2025-01-31,12566,Superfast,3,ALJN,3,126.0,314.3,14:45,14:45,15:48,15:48,63.67,0.11,3.55,0.33,1,15,4,1,0,2025-01-31T15:48:40.469894,298.0,92.0,TDL,78.19999999999999
JRN-20250131-12566-01335,2025-01-31,12566,Superfast,3,TDL,4,204.2,236.1,15:48,15:48,17:20,17:20,92.67,0.65,7.67,0.33,1,17,4,1,0,2025-01-31T17:20:40.469894,206.0,206.0,CNB,236.10000000000002
JRN-20250131-12566-01335,2025-01-31,12566,Superfast,3,CNB,5,440.3,0.0,18:35,--:--,20:46,--:--,131.67,0.19,4.47,0.33,1,20,4,1,0,2025-01-31T20:46:40.469894,0.0,0.0,CNB,0.0
JRN-20250131-12418-01336,2025-01-31,12418,Superfast,3,NDLS,1,0.0,440.3,--:--,22:10,--:--,22:21,11.23,0.2,25.0,0.0,1,22,4,1,0,2025-01-31T22:21:13.574181,411.0,44.0,GZB,25.6
JRN-20250131-12418-01336,2025-01-31,12418,Superfast,3,GZB,2,25.6,414.7,22:36,22:36,23:05,23:05,29.23,0.65,8.35,0.0,1,23,4,1,0,2025-01-31T23:05:13.574181,367.0,117.0,ALJN,100.4
JRN-20250131-12418-01336,2025-01-31,12418,Superfast,3,ALJN,3,126.0,314.3,23:55,23:55,01:02,01:02,67.23,0.87,7.95,0.0,1,1,4,1,0,2025-02-01T01:02:13.574181,250.0,250.0,CNB,314.3
JRN-20250131-12418-01336,2025-01-31,12418,Superfast,3,CNB,4,440.3,0.0,03:37,--:--,05:12,--:--,95.23,0.49,5.49,0.0,1,5,4,1,0,2025-02-01T05:12:13.574181,0.0,0.0,CNB,0.0
JRN-20250131-14218-01337,2025-01-31,14218,Express,4,NDLS,1,0.0,440.3,--:--,21:30,--:--,21:33,3.94,0.2,25.0,0.67,1,21,4,1,0,2025-01-31T21:33:56.245390,711.0,48.0,GZB,25.6
JRN-20250131-14218-01337,2025-01-31,14218,Express,4,GZB,2,25.6,414.7,21:56,21:56,22:21,22:21,25.94,0.46,11.76,0.67,1,22,4,1,0,2025-01-31T22:21:56.245390,663.0,185.0,ALJN,100.4
JRN-20250131-14218-01337,2025-01-31,14218,Express,4,ALJN,3,126.0,314.3,23:15,23:15,01:26,01:26,131.94,1.06,3.14,0.67,1,1,4,1,0,2025-02-01T01:26:56.245390,478.0,67.0,HRS,31.0
JRN-20250131-14218-01337,2025-01-31,14218,Express,4,HRS,4,157.0,283.3,23:39,23:39,02:33,02:33,172.94,0.64,1.92,0.67,0,2,4,1,0,2025-02-01T02:33:56.245390,411.0,82.0,TDL,47.19999999999999
JRN-20250131-14218-01337,2025-01-31,14218,Express,4,TDL,5,204.2,236.1,00:20,00:20,03:55,03:55,215.94,0.75,7.32,0.67,1,3,4,1,0,2025-02-01T03:55:56.245390,329.0,65.0,SKB,39.80000000000001
JRN-20250131-14218-01337,2025-01-31,14218,Express,4,SKB,6,244.0,196.3,00:50,00:50,05:00,05:00,249.94,0.51,2.65,0.67,0,5,4,1,0,2025-02-01T05:00:56.245390,264.0,90.0,ETW,53.0
JRN-20250131-14218-01337,2025-01-31,14218,Express,4,ETW,7,297.0,143.3,01:35,01:35,06:30,06:30,295.94,0.74,4.77,0.67,1,6,4,1,0,2025-02-01T06:30:56.245390,174.0,83.0,PHD,58.0
JRN-20250131-14218-01337,2025-01-31,14218,Express,4,PHD,8,355.0,85.3,02:18,02:18,07:53,07:53,334.94,1.17,18.12,0.67,0,7,4,1,0,2025-02-01T07:53:56.245390,91.0,45.0,RURA,41.0
JRN-20250131-14218-01337,2025-01-31,14218,Express,4,RURA,9,396.0,44.3,02:49,02:49,08:38,08:38,348.94,0.43,7.83,0.67,0,8,4,1,0,2025-02-01T08:38:56.245390,46.0,46.0,CNB,44.30000000000001
JRN-20250131-14218-01337,2025-01-31,14218,Express,4,CNB,10,440.3,0.0,03:20,--:--,09:24,--:--,364.94,0.17,10.7,0.67,1,9,4,1,0,2025-02-01T09:24:56.245390,0.0,0.0,CNB,0.0
JRN-20250131-12876-01338,2025-01-31,12876,Superfast,3,NDLS,1,0.0,440.3,--:--,07:30,--:--,07:35,5.05,0.2,25.0,0.0,1,7,4,1,0,2025-01-31T07:35:02.883679,462.0,54.0,GZB,25.6
JRN-20250131-12876-01338,2025-01-31,12876,Superfast,3,GZB,2,25.6,414.7,07:56,07:56,08:29,08:29,32.05,0.79,4.11,0.0,1,8,4,1,0,2025-01-31T08:29:02.883679,408.0,122.0,ALJN,100.4
JRN-20250131-12876-01338,2025-01-31,12876,Superfast,3,ALJN,3,126.0,314.3,09:15,09:15,10:31,10:31,75.05,0.91,9.76,0.0,1,10,4,1,0,2025-01-31T10:31:02.883679,286.0,100.0,TDL,78.19999999999999
JRN-20250131-12876-01338,2025-01-31,12876,Superfast,3,TDL,4,204.2,236.1,10:18,10:18,12:11,12:11,113.05,0.88,4.85,0.0,1,12,4,1,0,2025-01-31T12:11:02.883679,186.0,82.0,ETW,92.80000000000001
JRN-20250131-12876-01338,2025-01-31,12876,Superfast,3,ETW,5,297.0,143.3,11:32,11:32,13:33,13:33,121.05,0.32,11.71,0.0,1,13,4,1,0,2025-01-31T13:33:02.883679,104.0,104.0,CNB,143.3
JRN-20250131-12876-01338,2025-01-31,12876,Superfast,3,CNB,6,440.3,0.0,13:13,--:--,15:17,--:--,124.05,0.1,5.11,0.0,1,15,4,1,0,2025-01-31T15:17:02.883679,0.0,0.0,CNB,0.0
JRN-20250131-12398-01339,2025-01-31,12398,Superfast,3,NDLS,1,0.0,440.3,--:--,12:50,--:--,12:50,0.0,0.2,25.0,0.0,1,12,4,1,0,2025-01-31T12:50:00,413.0,103.0,ALJN,126.0
JRN-20250131-12398-01339,2025-01-31,12398,Superfast,3,ALJN,2,126.0,314.3,14:27,14:27,14:33,14:33,6.0,0.28,10.23,0.0,1,14,4,1,0,2025-01-31T14:33:00,310.0,310.0,CNB,314.3
JRN-20250131-12398-01339,2025-01-31,12398,Superfast,3,CNB,3,440.3,0.0,18:09,--:--,19:43,--:--,94.0,0.87,2.1,0.0,1,19,4,1,0,2025-01-31T19:43:00,0.0,0.0,CNB,0.0
JRN-20250131-12461-01340,2025-01-31,12461,Superfast,3,NDLS,1,0.0,440.3,--:--,21:15,--:--,21:20,5.59,0.2,25.0,0.0,1,21,4,1,0,2025-01-31T21:20:35.639194,439.0,36.0,GZB,25.6
JRN-20250131-12461-01340,2025-01-31,12461,Superfast,3,GZB,2,25.6,414.7,21:41,21:41,21:56,21:56,15.59,0.36,7.96,0.0,1,21,4,1,0,2025-01-31T21:56:35.639194,403.0,97.0,ALJN,100.4
JRN-20250131-12461-01340,2025-01-31,12461,Superfast,3,ALJN,3,126.0,314.3,23:00,23:00,23:33,23:33,33.59,0.5,5.62,0.0,1,23,4,1,0,2025-01-31T23:33:35.639194,306.0,99.0,TDL,78.19999999999999
JRN-20250131-12461-01340,2025-01-31,12461,Superfast,3,TDL,4,204.2,236.1,00:03,00:03,01:12,01:12,69.59,0.89,15.25,0.0,1,1,4,1,0,2025-02-01T01:12:35.639194,207.0,207.0,CNB,236.10000000000002
JRN-20250131-12461-01340,2025-01-31,12461,Superfast,3,CNB,5,440.3,0.0,02:50,--:--,04:39,--:--,109.59,0.69,9.76,0.0,1,4,4,1,0,2025-02-01T04:39:35.639194,0.0,0.0,CNB,0.0
JRN-20250131-54308-01341,2025-01-31,54308,Passenger,5,NDLS,1,0.0,126.0,--:--,05:45,--:--,05:52,7.52,0.2,25.0,0.76,1,5,4,1,0,2025-01-31T05:52:30.927061,148.0,44.0,GZB,25.6
JRN-20250131-54308-01341,2025-01-31,54308,Passenger,5,GZB,2,25.6,100.4,06:11,06:11,06:36,06:36,25.52,0.21,6.19,0.76,1,6,4,1,0,2025-01-31T06:36:30.927061,104.0,104.0,ALJN,100.4
JRN-20250131-54308-01341,2025-01-31,54308,Passenger,5,ALJN,3,126.0,0.0,07:22,--:--,08:20,--:--,58.52,0.1,4.86,0.76,1,8,4,1,0,2025-01-31T08:20:30.927061,0.0,0.0,ALJN,0.0
JRN-20250131-64582-01342,2025-01-31,64582,MEMU,5,TDL,1,0.0,236.1,--:--,06:15,--:--,06:24,9.16,0.2,25.0,0.0,1,6,4,1,0,2025-01-31T06:24:09.395203,363.0,38.0,SKB,39.8
JRN-20250131-64582-01342,2025-01-31,64582,MEMU,5,SKB,2,39.8,196.3,06:45,06:45,07:02,07:02,16.16,0.1,4.12,0.0,0,7,4,1,0,2025-01-31T07:02:09.395203,325.0,100.0,ETW,53.0
JRN-20250131-64582-01342,2025-01-31,64582,MEMU,5,ETW,3,92.8,143.3,07:30,07:30,08:42,08:42,72.16,0.97,13.19,0.0,1,8,4,1,0,2025-01-31T08:42:09.395203,225.0,106.0,PHD,58.000000000000014
JRN-20250131-64582-01342,2025-01-31,64582,MEMU,5,PHD,4,150.8,85.3,08:13,08:13,10:28,10:28,135.16,1.22,2.02,0.0,0,10,4,1,0,2025-01-31T10:28:09.395203,119.0,37.0,RURA,41.0
JRN-20250131-64582-01342,2025-01-31,64582,MEMU,5,RURA,5,191.8,44.3,08:44,08:44,11:05,11:05,141.16,0.61,7.45,0.0,0,11,4,1,0,2025-01-31T11:05:09.395203,82.0,82.0,CNB,44.29999999999998
JRN-20250131-64582-01342,2025-01-31,64582,MEMU,5,CNB,6,236.1,0.0,09:15,--:--,12:27,--:--,192.16,0.16,1.26,0.0,1,12,4,1,0,2025-01-31T12:27:09.395203,0.0,0.0,CNB,0.0
JRN-20250131-64102-01343,2025-01-31,64102,Suburban,5,NDLS,1,0.0,25.6,--:--,08:00,--:--,08:17,17.04,0.2,25.0,0.0,1,8,4,1,0,2025-01-31T08:17:02.236482,32.0,32.0,GZB,25.6
JRN-20250131-64102-01343,2025-01-31,64102,Suburban,5,GZB,2,25.6,0.0,08:18,--:--,08:49,--:--,31.04,0.34,13.61,0.0,1,8,4,1,0,2025-01-31T08:49:02.236482,0.0,0.0,GZB,0.0
JRN-20250131-22436-01344,2025-01-31,22436,Vande Bharat,1,NDLS,1,0.0,440.3,--:--,06:00,--:--,06:12,12.25,0.2,25.0,0.0,1,6,4,1,0,2025-01-31T06:12:14.768075,271.0,271.0,CNB,440.3
JRN-20250131-22436-01344,2025-01-31,22436,Vande Bharat,1,CNB,2,440.3,0.0,10:24,--:--,10:43,--:--,19.25,0.25,1.63,0.0,1,10,4,1,0,2025-01-31T10:43:14.768075,0.0,0.0,CNB,0.0
JRN-20250131-12302-01345,2025-01-31,12302,Rajdhani,1,NDLS,1,0.0,440.3,--:--,16:50,--:--,16:51,1.37,0.2,25.0,0.0,1,16,4,1,0,2025-01-31T16:51:21.976139,279.0,279.0,CNB,440.3
JRN-20250131-12302-01345,2025-01-31,12302,Rajdhani,1,CNB,2,440.3,0.0,21:14,--:--,21:30,--:--,16.37,0.61,25.19,0.0,1,21,4,1,0,2025-01-31T21:30:21.976139,0.0,0.0,CNB,0.0
JRN-20250131-12004-01346,2025-01-31,12004,Shatabdi,2,NDLS,1,0.0,440.3,--:--,06:10,--:--,06:21,11.1,0.2,25.0,0.0,1,6,4,1,0,2025-01-31T06:21:05.796716,354.0,22.0,GZB,25.6
JRN-20250131-12004-01346,2025-01-31,12004,Shatabdi,2,GZB,2,25.6,414.7,06:30,06:30,06:43,06:43,13.1,0.26,23.22,0.0,1,6,4,1,0,2025-01-31T06:43:05.796716,332.0,76.0,ALJN,100.4
JRN-20250131-12004-01346,2025-01-31,12004,Shatabdi,2,ALJN,3,126.0,314.3,07:35,07:35,07:59,07:59,23.1,0.2,2.46,0.0,1,7,4,1,0,2025-01-31T07:59:05.796716,256.0,105.0,TDL,78.19999999999999
JRN-20250131-12004-01346,2025-01-31,12004,Shatabdi,2,TDL,4,204.2,236.1,08:27,08:27,09:44,09:44,77.1,1.28,2.16,0.0,1,9,4,1,0,2025-01-31T09:44:05.796716,151.0,64.0,ETW,92.80000000000001
JRN-20250131-12004-01346,2025-01-31,12004,Shatabdi,2,ETW,5,297.0,143.3,09:28,09:28,10:48,10:48,80.1,0.53,20.93,0.0,1,10,4,1,0,2025-01-31T10:48:05.796716,87.0,40.0,PHD,58.0
JRN-20250131-12004-01346,2025-01-31,12004,Shatabdi,2,PHD,6,355.0,85.3,10:05,10:05,11:28,11:28,83.1,0.78,24.4,0.0,0,11,4,1,0,2025-01-31T11:28:05.796716,47.0,47.0,CNB,85.30000000000001
JRN-20250131-12004-01346,2025-01-31,12004,Shatabdi,2,CNB,7,440.3,0.0,10:56,--:--,12:15,--:--,79.1,0.19,6.98,0.0,1,12,4,1,0,2025-01-31T12:15:05.796716,0.0,0.0,CNB,0.0
JRN-20250131-12566-01347,2025-01-31,12566,Superfast,3,NDLS,1,0.0,440.3,--:--,13:00,--:--,13:29,29.17,0.2,25.0,0.0,1,13,4,1,0,2025-01-31T13:29:10.034475,508.0,49.0,GZB,25.6
JRN-20250131-12566-01347,2025-01-31,12566,Superfast,3,GZB,2,25.6,414.7,13:26,13:26,14:18,14:18,51.17,0.78,6.29,0.0,1,14,4,1,0,2025-01-31T14:18:10.034475,459.0,133.0,ALJN,100.4
JRN-20250131-12566-01347,2025-01-31,12566,Superfast,3,ALJN,3,126.0,314.3,14:45,14:45,16:31,16:31,105.17,1.13,20.84,0.0,1,16,4,1,0,2025-01-31T16:31:10.034475,326.0,111.0,TDL,78.19999999999999
JRN-20250131-12566-01347,2025-01-31,12566,Superfast,3,TDL,4,204.2,236.1,15:48,15:48,18:22,18:22,153.17,0.81,2.08,0.0,1,18,4,1,0,2025-01-31T18:22:10.034475,215.0,215.0,CNB,236.10000000000002
JRN-20250131-12566-01347,2025-01-31,12566,Superfast,3,CNB,5,440.3,0.0,18:35,--:--,21:57,--:--,202.17,0.55,1.77,0.0,1,21,4,1,0,2025-01-31T21:57:10.034475,0.0,0.0,CNB,0.0
JRN-20250131-12418-01348,2025-01-31,12418,Superfast,3,NDLS,1,0.0,440.3,--:--,22:10,--:--,22:10,0.0,0.2,25.0,0.0,1,22,4,1,0,2025-01-31T22:10:00,396.0,44.0,GZB,25.6
JRN-20250131-12418-01348,2025-01-31,12418,Superfast,3,GZB,2,25.6,414.7,22:36,22:36,22:54,22:54,17.0,0.62,8.0,0.0,1,22,4,1,0,2025-01-31T22:54:00,352.0,100.0,ALJN,100.4
JRN-20250131-12418-01348,2025-01-31,12418,Superfast,3,ALJN,3,126.0,314.3,23:55,23:55,00:34,00:34,38.0,0.58,20.21,0.0,1,0,4,1,0,2025-02-01T00:34:00,252.0,252.0,CNB,314.3
JRN-20250131-12418-01348,2025-01-31,12418,Superfast,3,CNB,4,440.3,0.0,03:37,--:--,04:46,--:--,69.0,0.22,1.84,0.0,1,4,4,1,0,2025-02-01T04:46:00,0.0,0.0,CNB,0.0
JRN-20250131-14218-01349,2025-01-31,14218,Express,4,NDLS,1,0.0,440.3,--:--,21:30,--:--,21:34,4.01,0.2,25.0,0.89,1,21,4,1,0,2025-01-31T21:34:00.694795,731.0,77.0,GZB,25.6
JRN-20250131-14218-01349,2025-01-31,14218,Express,4,GZB,2,25.6,414.7,21:56,21:56,22:51,22:51,55.01,1.08,14.35,0.89,1,22,4,1,0,2025-01-31T22:51:00.694795,654.0,129.0,ALJN,100.4
JRN-20250131-14218-01349,2025-01-31,14218,Express,4,ALJN,3,126.0,314.3,23:15,23:15,01:00,01:00,105.01,0.39,15.23,0.89,1,1,4,1,0,2025-02-01T01:00:00.694795,525.0,40.0,HRS,31.0
JRN-20250131-14218-01349,2025-01-31,14218,Express,4,HRS,4,157.0,283.3,23:39,23:39,01:40,01:40,121.01,0.75,15.07,0.89,0,1,4,1,0,2025-02-01T01:40:00.694795,485.0,87.0,TDL,47.19999999999999
JRN-20250131-14218-01349,2025-01-31,14218,Express,4,TDL,5,204.2,236.1,00:20,00:20,03:07,03:07,167.01,0.34,2.79,0.89,1,3,4,1,0,2025-02-01T03:07:00.694795,398.0,76.0,SKB,39.80000000000001
JRN-20250131-14218-01349,2025-01-31,14218,Express,4,SKB,6,244.0,196.3,00:50,00:50,04:23,04:23,211.01,0.66,2.27,0.89,0,4,4,1,0,2025-02-01T04:23:00.694795,322.0,71.0,ETW,53.0
