train_number,station_sequence,station_code,station_name,scheduled_arrival,scheduled_departure,distance_km,day
11033,21,BCY,Varanasi City,16:15,16:18,1842.9,2
11033,22,ARJ,Aunrihar Jn,16:58,17:01,1880.2,2
11033,23,GCT,Ghazipur City,17:54,17:57,1929.4,2
11033,24,BUI,Ballia,19:23,19:26,2008.6,2
11033,25,CPR,Chhapra,20:46,20:49,2082.0,2
11033,26,SEE,Sonpur Jn,21:52,21:55,2140.1,2
11033,27,HJP,Hajipur Jn,22:01,22:04,2146.4,2
11033,28,MFP,Muzaffarpur Jn,23:12,23:15,2209.6,2
11033,29,SPJ,Samastipur Jn,00:25,00:28,2274.1,2
11033,30,LSI,Laheria Sarai,01:10,01:13,2313.0,2
11033,31,DBG,Darbhanga Jn,01:20,--:--,2319.6,2
11034,1,DBG,Darbhanga Jn,--:--,06:00,0.0,1
11034,2,LSI,Laheria Sarai,06:07,06:10,6.6,1
11034,3,SPJ,Samastipur Jn,06:52,06:55,45.5,1
11034,4,MFP,Muzaffarpur Jn,08:05,08:08,110.0,1
11034,5,HJP,Hajipur Jn,09:16,09:19,173.2,1
11034,6,SEE,Sonpur Jn,09:25,09:28,179.5,1
11034,7,CPR,Chhapra,10:31,10:34,237.6,1
11034,8,BUI,Ballia,11:54,11:57,311.0,1
11034,9,GCT,Ghazipur City,13:23,13:26,390.2,1
11034,10,ARJ,Aunrihar Jn,14:19,14:22,439.4,1
11034,11,BCY,Varanasi City,15:02,15:05,476.7,1
11034,12,BSB,Varanasi Jn,15:09,15:12,480.4,1
11034,13,BSBS,Banaras,15:42,15:45,508.4,1
11034,14,GYN,Gyanpur Road,17:03,17:06,580.7,1
11034,15,PRRB,Prayagraj Rambagh,17:36,17:39,608.7,1
11034,16,PRYJ,Prayagraj Jn,18:09,18:12,636.7,1
11034,17,NYN,Naini,19:33,19:36,711.4,1
11034,18,STA,Satna,22:49,22:52,888.9,1
11034,19,KTE,Katni,01:01,01:04,1007.3,1
11034,20,JBP,Jabalpur,03:05,03:08,1119.2,1
11034,21,NU,Narsinghpur,04:58,05:01,1220.6,2
11034,22,PPI,Pipariya,07:07,07:10,1336.6,2
11034,23,ET,Itarsi Jn,08:37,08:40,1416.5,2
11034,24,KNW,Khandwa,12:36,12:39,1633.7,2
11034,25,BSL,Bhusaval Jn,15:04,15:07,1767.1,2
11034,26,MMR,Manmad Jn,18:58,19:01,1979.8,2
11034,27,KPG,Kopargaon,19:55,19:58,2029.9,2
11034,28,BAP,Belapur,20:47,20:50,2075.5,2
11034,29,ANG,Ahmadnagar,22:14,22:17,2153.3,2
11034,30,DDCC,Daund Chord Line,22:47,22:50,2181.3,2
11034,31,PUNE,Pune Jn,01:20,--:--,2319.6,2
11035,1,DR,Mumbai Dadar Central,--:--,06:00,0.0,1
11035,2,KYN,Kalyan Jn,06:53,06:56,49.5,1
11035,3,KJT,Karjat,07:53,07:56,102.2,1
11035,4,PUNE,Pune Jn,09:36,09:39,194.4,1
11035,5,STR,Satara,11:52,11:55,316.8,1
11035,6,KRD,Karad,12:57,13:00,374.5,1
11035,7,SLI,Sangli,14:29,14:32,456.4,1
11035,8,MRJ,Miraj Jn,14:41,14:44,465.1,1
11035,9,KUD,Kudachi,15:28,15:31,505.9,1
11035,10,GPB,Ghatprabha,16:32,16:35,562.3,1
11035,11,BGM,Belgaum,17:46,17:49,627.7,1
11035,12,LD,Londa Jn,18:50,18:53,684.5,1
11035,13,LWR,Alnavar Jn,19:29,19:32,717.8,1
11035,14,DWR,Dharwar,20:11,20:14,754.5,1
11035,15,UBL,Hubli Jn,20:39,20:42,778.0,1
11035,16,HVR,Haveri,22:16,22:19,864.9,1
11035,17,RNR,Ranibennur,23:01,23:04,904.1,1
11035,18,HRR,Harihar,23:35,23:38,933.1,1
11035,19,DVG,Davangere,23:56,23:59,949.7,1
11035,20,RRB,Birur Jn,02:15,02:18,1074.7,1
11035,21,DRU,Kadur,02:25,02:28,1081.9,1
11035,22,ASK,Arsikere Jn,03:20,03:23,1129.7,1
11035,23,HAS,Hassan Junction,04:15,04:18,1177.8,1
11035,24,HLN,Hole Narsipur,04:56,04:59,1213.4,2
11035,25,KRNR,Krishnarajanagara,05:56,05:59,1265.8,2
11035,26,MYS,Mysore Jn,06:42,--:--,1305.9,2
11036,1,MYS,Mysore Jn,--:--,06:00,0.0,1
11036,2,KRNR,Krishnarajanagara,06:43,06:46,40.1,1
11036,3,HLN,Hole Narsipur,07:43,07:46,92.5,1
11036,4,HAS,Hassan Junction,08:24,08:27,128.1,1
11036,5,ASK,Arsikere Jn,09:19,09:22,176.2,1
11036,6,DRU,Kadur,10:14,10:17,224.0,1
11036,7,RRB,Birur Jn,10:24,10:27,231.2,1
11036,8,DVG,Davangere,12:43,12:46,356.2,1
11036,9,HRR,Harihar,13:04,13:07,372.8,1
11036,10,RNR,Ranibennur,13:38,13:41,401.8,1
11036,11,HVR,Haveri,14:23,14:26,441.0,1
11036,12,UBL,Hubli Jn,16:00,16:03,527.9,1
11036,13,DWR,Dharwar,16:28,16:31,551.4,1
11036,14,LWR,Alnavar Jn,17:10,17:13,588.1,1
11036,15,LD,Londa Jn,17:49,17:52,621.3,1
11036,16,BGM,Belgaum,18:53,18:56,678.2,1
11036,17,GPB,Ghatprabha,20:07,20:10,743.6,1
11036,18,KUD,Kudachi,21:11,21:14,800.0,1
11036,19,MRJ,Miraj Jn,21:58,22:01,840.8,1
11036,20,SLI,Sangli,22:10,22:13,849.5,1
11036,21,KRD,Karad,23:42,23:45,931.4,1
11036,22,STR,Satara,00:47,00:50,989.1,1
11036,23,PUNE,Pune Jn,03:03,03:06,1111.5,1
11036,24,KYN,Kalyan Jn,05:40,05:43,1253.3,2
11036,25,DR,Mumbai Dadar Central,06:36,--:--,1302.7,2
11037,1,PUNE,Pune Jn,--:--,06:00,0.0,1
11037,2,DDCC,Daund Chord Line,06:30,06:33,28.0,1
11037,3,KPG,Kopargaon,10:25,10:28,241.1,1
11037,4,MMR,Manmad Jn,11:22,11:25,291.2,1
11037,5,JL,Jalgaon Jn,14:47,14:50,476.7,1
11037,6,BSL,Bhusaval Jn,15:23,15:26,506.9,1
11037,7,KNW,Khandwa,17:51,17:54,640.4,1
11037,8,ET,Itarsi Jn,21:50,21:53,857.6,1
11037,9,JBP,Jabalpur,03:17,03:20,1154.7,1
11037,10,KTE,Katni,05:21,05:24,1266.5,2
11037,11,STA,Satna,07:33,07:36,1384.9,2
11037,12,MKP,Manikpur Jn,09:01,09:04,1463.3,2
11037,13,NYN,Naini,11:03,11:06,1572.5,2
11037,14,PRYJ,Prayagraj Jn,11:36,11:39,1600.5,2
11037,15,BSB,Varanasi Jn,14:17,14:20,1745.7,2
11037,16,MAU,Mau Jn,16:24,16:27,1860.1,2
11037,17,BLTR,Belthara Road,17:14,17:17,1904.1,2
11037,18,SRU,Salempur Jn,17:46,17:49,1931.3,2
11037,19,DEOS,Deoria Sadar,18:27,18:30,1966.1,2
11037,20,GKP,Gorakhpur Jn,19:37,--:--,2028.4,2
11038,1,GKP,Gorakhpur Jn,--:--,06:00,0.0,1
11038,2,DEOS,Deoria Sadar,07:07,07:10,62.3,1
11038,3,SRU,Salempur Jn,07:48,07:51,97.1,1
11038,4,BLTR,Belthara Road,08:20,08:23,124.3,1
11038,5,MAU,Mau Jn,09:10,09:13,168.3,1
11038,6,BSB,Varanasi Jn,11:17,11:20,282.7,1
11038,7,PRYJ,Prayagraj Jn,11:50,11:53,310.7,1
11038,8,NYN,Naini,14:31,14:34,455.9,1
11038,9,MKP,Manikpur Jn,16:33,16:36,565.1,1
11038,10,STA,Satna,18:01,18:04,643.5,1
11038,11,KTE,Katni,20:13,20:16,761.9,1
11038,12,JBP,Jabalpur,22:17,22:20,873.7,1
11038,13,ET,Itarsi Jn,03:44,03:47,1170.8,1
11038,14,KNW,Khandwa,07:43,07:46,1388.0,2
11038,15,BSL,Bhusaval Jn,10:11,10:14,1521.5,2
11038,16,JL,Jalgaon Jn,10:47,10:50,1551.7,2
11038,17,MMR,Manmad Jn,14:12,14:15,1737.2,2
11038,18,KPG,Kopargaon,15:09,15:12,1787.3,2
11038,19,DDCC,Daund Chord Line,15:42,15:45,1815.3,2
11038,20,PUNE,Pune Jn,19:37,--:--,2028.4,2
11039,1,KOP,C Shahu M Raj Kolhapur Term,--:--,06:00,0.0,1
11039,2,HTK,Hatkanagale,06:28,06:31,26.0,1
11039,3,JSP,Jayasingpur,06:51,06:54,44.6,1
11039,4,MRJ,Miraj Jn,07:07,07:10,57.2,1
11039,5,SLI,Sangli,07:19,07:22,66.0,1
11039,6,BVQ,Bhilavdi,07:47,07:50,89.4,1
11039,7,KOV,Kirloskarvadi,08:09,08:12,106.8,1
11039,8,KRD,Karad,08:57,09:00,149.0,1
11039,9,MSR,Masur,09:18,09:21,165.5,1
11039,10,TAZ,Targaon,09:38,09:41,181.3,1
11039,11,RMP,Rahimatpur,09:56,09:59,195.4,1
11039,12,KRG,Koregaon,10:11,10:14,207.1,1
11039,13,STR,Satara,10:26,10:29,218.5,1
11039,14,WTR,Wathar,11:02,11:05,248.9,1
11039,15,LNN,Lonand,11:29,11:32,271.5,1
11039,16,NIRA,Nira,11:42,11:45,281.0,1
11039,17,JJR,Jejuri,12:13,12:16,307.3,1
11039,18,ABLE,Ambale,12:33,12:36,323.3,1
11039,19,PUNE,Pune Jn,13:24,13:27,367.6,1
11039,20,URI,Uruli,14:06,14:09,403.6,1
11039,21,KDG,Kedgaon,14:44,14:47,436.0,1
11039,22,DDCC,Daund Chord Line,15:17,15:20,464.0,1
11039,23,ANG,Ahmadnagar,17:05,17:08,560.4,1
11039,24,BAP,Belapur,18:32,18:35,638.3,1
11039,25,PB,Puntamba,18:57,19:00,659.2,1
11039,26,KPG,Kopargaon,19:27,19:30,684.8,1
11039,27,YL,Yeola,19:51,19:54,704.8,1
11039,28,MMR,Manmad Jn,20:27,20:30,735.5,1
11039,29,NGN,Nandgaon,21:03,21:06,766.1,1
11039,30,CSN,Chalisgaon Jn,22:01,22:04,816.6,1
11039,31,PC,Pachora Jn,23:03,23:06,871.5,1
11039,32,JL,Jalgaon Jn,00:08,00:11,928.8,1
11039,33,BSL,Bhusaval Jn,00:44,00:47,959.1,1
11039,34,BDWD,Bodwad,01:26,01:29,995.7,1
11039,35,MKU,Malkapur,01:56,01:59,1020.5,1
11039,36,NN,Nandura,02:37,02:40,1055.5,1
11039,37,JM,Jalamb Jn,02:56,02:59,1071.0,1
11039,38,SEG,Shegaon,03:16,03:19,1086.7,1
11039,39,AK,Akola Jn,04:06,04:09,1130.1,1
11039,40,MZR,Murtajapur,04:59,05:02,1176.6,1
11039,41,BD,Badnera Jn,05:59,06:02,1229.7,2
11039,42,CND,Chandur,06:39,06:42,1263.8,2
11039,43,DMN,Dhamangaon,07:04,07:07,1284.7,2
11039,44,PLO,Pulgaon Jn,07:34,07:37,1310.0,2
11039,45,WR,Wardha Jn,08:17,08:20,1346.8,2
11039,46,TGP,Tuljapur,08:52,08:55,1376.9,2
11039,47,SNI,Sindi,09:06,09:09,1387.1,2
11039,48,AJNI,Ajni,10:05,10:08,1438.6,2
11039,49,NGP,Nagpur,10:12,10:15,1442.5,2
11039,50,NITR,Nsc Bose Itwari,10:45,10:48,1470.5,2
11039,51,KP,Kamptee,11:06,11:09,1487.2,2
11039,52,BRD,Bhandara Road,12:14,12:17,1546.9,2
11039,53,TMR,Tumsar Road,12:39,12:42,1567.2,2
11039,54,TRO,Tirora,13:08,--:--,1591.5,2
11040,1,G,Gondia Jn,--:--,06:00,0.0,1
11040,2,TRO,Tirora,06:40,06:43,36.8,1
11040,3,TMR,Tumsar Road,07:09,07:12,61.1,1
11040,4,BRD,Bhandara Road,07:34,07:37,81.4,1
11040,5,KP,Kamptee,08:42,08:45,141.1,1
11040,6,NITR,Nsc Bose Itwari,09:15,09:18,169.1,1
11040,7,NGP,Nagpur,09:36,09:39,185.8,1
11040,8,AJNI,Ajni,09:43,09:46,189.7,1
11040,9,TGP,Tuljapur,10:50,10:53,248.7,1
11040,10,WR,Wardha Jn,11:25,11:28,278.8,1
11040,11,PLO,Pulgaon Jn,12:08,12:11,315.6,1
11040,12,DMN,Dhamangaon,12:38,12:41,340.9,1
11040,13,CND,Chandur,13:03,13:06,361.8,1
11040,14,BD,Badnera Jn,13:43,13:46,395.9,1
11040,15,MZR,Murtajapur,14:43,14:46,449.0,1
11040,16,AK,Akola Jn,15:36,15:39,495.5,1
11040,17,SEG,Shegaon,16:26,16:29,538.9,1
11040,18,JM,Jalamb Jn,16:46,16:49,554.6,1
11040,19,NN,Nandura,17:05,17:08,570.1,1
11040,20,MKU,Malkapur,17:46,17:49,605.1,1
11040,21,BDWD,Bodwad,18:16,18:19,629.9,1
11040,22,VNA,Varangaon,18:42,18:45,651.5,1
11040,23,BSL,Bhusaval Jn,19:02,19:05,667.3,1
11040,24,JL,Jalgaon Jn,19:38,19:41,697.6,1
11040,25,PC,Pachora Jn,20:43,20:46,755.0,1
11040,26,CSN,Chalisgaon Jn,21:45,21:48,809.8,1
11040,27,NGN,Nandgaon,22:43,22:46,860.3,1
11040,28,MMR,Manmad Jn,23:19,23:22,891.0,1
11040,29,YL,Yeola,23:55,23:58,921.6,1
11040,30,KPG,Kopargaon,00:19,00:22,941.6,1
11040,31,PB,Puntamba,00:49,00:52,967.2,1
11040,32,BAP,Belapur,01:14,01:17,988.1,1
11040,33,ANG,Ahmadnagar,02:41,02:44,1066.0,1
11040,34,DDCC,Daund Chord Line,03:14,03:17,1094.0,1
11040,35,KDG,Kedgaon,05:02,05:05,1190.4,1
11040,36,URI,Uruli,05:40,05:43,1222.8,2
11040,37,PUNE,Pune Jn,06:22,06:25,1258.8,2
11040,38,JJR,Jejuri,07:22,07:25,1311.9,2
11040,39,NIRA,Nira,07:53,07:56,1338.2,2
11040,40,LNN,Lonand,08:06,08:09,1347.7,2
11040,41,WTR,Wathar,08:33,08:36,1370.3,2
11040,42,STR,Satara,09:09,09:12,1400.7,2
11040,43,KRG,Koregaon,09:24,09:27,1412.1,2
11040,44,RMP,Rahimatpur,09:39,09:42,1423.8,2
11040,45,TAZ,Targaon,09:57,10:00,1437.9,2
11040,46,MSR,Masur,10:17,10:20,1453.6,2
11040,47,KRD,Karad,10:38,10:41,1470.2,2
11040,48,KOV,Kirloskarvadi,11:26,11:29,1512.3,2
11040,49,BVQ,Bhilavdi,11:48,11:51,1529.8,2
11040,50,SLI,Sangli,12:16,12:19,1553.2,2
11040,51,MRJ,Miraj Jn,12:28,12:31,1562.0,2
11040,52,JSP,Jayasingpur,12:44,12:47,1574.5,2
11040,53,HTK,Hatkanagale,13:07,--:--,1593.2,2
11041,1,DR,Mumbai Dadar Central,--:--,06:00,0.0,1
11041,2,TNA,Thane,06:32,06:35,29.9,1
11041,3,KYN,Kalyan Jn,06:58,07:01,51.8,1
11041,4,LNL,Lonavala,08:26,08:29,130.4,1
11041,5,TGN,Talegaon,09:07,09:10,166.1,1
11041,6,CCH,Chinchvad,09:33,09:36,187.2,1
11041,7,PUNE,Pune Jn,09:56,09:59,206.3,1
11041,8,URI,Uruli,10:38,10:41,242.2,1
11041,9,KDG,Kedgaon,11:16,11:19,274.6,1
11041,10,DDCC,Daund Chord Line,11:49,11:52,302.6,1
11041,11,ANG,Ahmadnagar,13:37,13:40,399.0,1
11041,12,BAP,Belapur,15:04,15:07,476.9,1
11041,13,SNSI,Sainagar Shirdi,15:43,--:--,510.3,1
11042,1,SNSI,Sainagar Shirdi,--:--,06:00,0.0,1
11042,2,BAP,Belapur,06:36,06:39,33.4,1
11042,3,ANG,Ahmadnagar,08:03,08:06,111.2,1
11042,4,DDCC,Daund Chord Line,08:36,08:39,139.2,1
11042,5,KDG,Kedgaon,10:24,10:27,235.7,1
11042,6,URI,Uruli,11:02,11:05,268.1,1
11042,7,PUNE,Pune Jn,11:44,11:47,304.0,1
11042,8,CCH,Chinchvad,12:07,12:10,323.1,1
11042,9,TGN,Talegaon,12:33,12:36,344.2,1
11042,10,LNL,Lonavala,13:14,13:17,379.9,1
11042,11,KYN,Kalyan Jn,14:42,14:45,458.5,1
11042,12,TNA,Thane,15:08,15:11,480.4,1
11042,13,DR,Mumbai Dadar Central,15:43,--:--,510.3,1
11045,1,KOP,C Shahu M Raj Kolhapur Term,--:--,06:00,0.0,1
11045,2,MRJ,Miraj Jn,07:02,07:05,57.2,1
11045,3,KVK,Kavathe Mahankl,07:58,08:01,106.7,1
11045,4,DLGN,Dhalgaon,08:19,08:22,123.9,1
11045,5,JTRD,Jath Road,08:45,08:48,145.3,1
11045,6,SGLA,Sangola,09:23,09:26,178.2,1
11045,7,PVR,Pandharpur,10:07,10:10,215.9,1
11045,8,KWV,Kurduvadi,11:17,11:20,277.5,1
11045,9,BTW,Barsi Town,12:10,12:13,323.4,1
11045,10,UMD,Usmanabad,12:57,13:00,364.6,1
11045,11,LUR,Latur,14:23,14:26,441.1,1
11045,12,LTRR,Latur Road,15:10,15:13,481.7,1
11045,13,PRLI,Parli Vaijnath,16:24,16:27,547.3,1
11045,14,PBN,Parbhani Jn,17:39,17:42,614.0,1
11045,15,PAU,Purna Jn,18:20,18:23,649.4,1
11045,16,NED,Huzur Sahib Nanded,19:04,19:07,687.9,1
11045,17,KNVT,Kinwat,21:35,21:38,824.2,1
11045,18,ADB,Adilabad,22:27,22:30,869.7,1
11045,19,PMKT,Pimpalkhuti,22:54,22:57,891.8,1
11045,20,WANI,Wani,00:03,00:06,953.0,1
11045,21,MJRI,Majri Jn,00:22,00:25,968.0,1
11045,22,SEGM,Sevagram,02:16,02:19,1070.4,1
11045,23,NGP,Nagpur,03:52,03:55,1156.3,1
11045,24,NRKR,Narkher,05:30,05:33,1243.5,2
11045,25,AMLA,Amla Jn,07:03,07:06,1326.9,2
11045,26,BZU,Betul,07:37,07:40,1355.7,2
11045,27,GDYA,Ghoradongri,08:18,08:21,1390.9,2
11045,28,ET,Itarsi Jn,09:43,09:46,1466.1,2
11045,29,JBP,Jabalpur,15:10,15:13,1763.2,2
11045,30,KTE,Katni,17:14,17:17,1875.0,2
11045,31,STA,Satna,19:26,19:29,1993.4,2
11045,32,PCOI,Prayagraj Chheoki,19:59,20:02,2021.4,2
11045,33,DDU,Pt Deen Dayal Upadhyay Jn,20:32,20:35,2049.4,2
11045,34,BBU,Bhabua Road,03:19,03:22,2420.0,3
11045,35,SSM,Sasaram,04:27,04:30,2480.1,3
11045,36,DOS,Dehri On Sone,04:54,04:57,2502.3,3
11045,37,AUBR,Anugraha Narayan Road,05:19,05:22,2522.8,3
11045,38,GAYA,Gaya Jn,06:56,06:59,2609.6,3
11045,39,KQR,Koderma,08:33,08:36,2696.0,3
11045,40,PNME,Parasnath,10:15,10:18,2787.6,3
11045,41,DHN,Dhanbad Jn,11:21,--:--,2845.8,3
11046,1,DHN,Dhanbad Jn,--:--,06:00,0.0,1
11046,2,PNME,Parasnath,07:03,07:06,58.1,1
11046,3,KQR,Koderma,08:45,08:48,149.8,1
11046,4,GAYA,Gaya Jn,10:22,10:25,236.2,1
11046,5,AUBR,Anugraha Narayan Road,11:59,12:02,323.0,1
11046,6,DOS,Dehri On Sone,12:24,12:27,343.4,1
11046,7,SSM,Sasaram,12:51,12:54,365.6,1
11046,8,BBU,Bhabua Road,13:59,14:02,425.8,1
11046,9,DDU,Pt Deen Dayal Upadhyay Jn,14:32,14:35,453.8,1
11046,10,PCOI,Prayagraj Chheoki,15:05,15:08,481.8,1
11046,11,STA,Satna,21:52,21:55,852.3,1
11046,12,KTE,Katni,00:04,00:07,970.8,1
11046,13,JBP,Jabalpur,02:08,02:11,1082.6,1
11046,14,ET,Itarsi Jn,07:35,07:38,1379.7,2
11046,15,GDYA,Ghoradongri,09:00,09:03,1454.9,2
11046,16,BZU,Betul,09:41,09:44,1490.0,2
11046,17,AMLA,Amla Jn,10:15,10:18,1518.9,2
11046,18,NRKR,Narkher,11:48,11:51,1602.2,2
11046,19,NGP,Nagpur,13:26,13:29,1689.4,2
11046,20,SEGM,Sevagram,15:02,15:05,1775.3,2
11046,21,MJRI,Majri Jn,16:56,16:59,1877.8,2
11046,22,WANI,Wani,17:15,17:18,1892.7,2
11046,23,ADB,Adilabad,18:44,18:47,1972.1,2
11046,24,KNVT,Kinwat,19:36,19:39,2017.6,2
11046,25,NED,Huzur Sahib Nanded,22:07,22:10,2153.9,2
11046,26,PAU,Purna Jn,22:51,22:54,2192.4,2
11046,27,PBN,Parbhani Jn,23:32,23:35,2227.8,2
11046,28,PRLI,Parli Vaijnath,00:47,00:50,2294.5,2
11046,29,LTRR,Latur Road,02:01,02:04,2360.1,2
11046,30,LUR,Latur,02:48,02:51,2400.7,3
11046,31,UMD,Usmanabad,04:14,04:17,2477.2,3
11046,32,BTW,Barsi Town,05:01,05:04,2518.4,3
11046,33,KWV,Kurduvadi,05:54,05:57,2564.3,3
11046,34,PVR,Pandharpur,07:04,07:07,2625.9,3
11046,35,SGLA,Sangola,07:48,07:51,2663.6,3
11046,36,JTRD,Jath Road,08:26,08:29,2696.5,3
11046,37,DLGN,Dhalgaon,08:52,08:55,2717.9,3
11046,38,KVK,Kavathe Mahankl,09:13,09:16,2735.1,3
11046,39,MRJ,Miraj Jn,10:09,10:12,2784.6,3
11046,40,KOP,C Shahu M Raj Kolhapur Term,11:14,--:--,2841.8,3
11049,1,ADI,Ahmedabad Jn,--:--,06:00,0.0,1
11049,2,ND,Nadiad Jn,07:03,07:06,57.8,1
11049,3,ANND,Anand Jn,07:31,07:34,81.6,1
11049,4,BRC,Vadodara Jn,08:23,08:26,127.1,1
11049,5,BH,Bharuch Jn,10:03,10:06,216.4,1
11049,6,ST,Surat,11:26,11:29,290.6,1
11049,7,NVS,Navsari,12:10,12:13,328.8,1
11049,8,VAPI,Vapi,13:41,13:44,410.3,1
11049,9,BSR,Vasai Road,16:18,16:21,551.8,1
11049,10,BIRD,Bhiwandi Road,16:56,16:59,584.8,1
11049,11,KYN,Kalyan Jn,17:12,17:15,597.1,1
11049,12,LNL,Lonavala,18:40,18:43,675.7,1
11049,13,PUNE,Pune Jn,19:59,20:02,745.8,1
11049,14,STR,Satara,22:15,22:18,868.2,1
11049,15,SLI,Sangli,00:48,00:51,1006.2,1
11049,16,MRJ,Miraj Jn,01:00,01:03,1015.0,1
11049,17,HTK,Hatkanagale,01:37,--:--,1046.2,1
11050,1,KOP,C Shahu M Raj Kolhapur Term,--:--,06:00,0.0,1
11050,2,HTK,Hatkanagale,06:28,06:31,26.0,1
11050,3,MRJ,Miraj Jn,07:05,07:08,57.2,1
11050,4,SLI,Sangli,07:17,07:20,66.0,1
11050,5,STR,Satara,09:50,09:53,203.9,1
11050,6,PUNE,Pune Jn,12:06,12:09,326.4,1
11050,7,LNL,Lonavala,13:25,13:28,396.5,1
11050,8,KYN,Kalyan Jn,14:53,14:56,475.1,1
11050,9,BIRD,Bhiwandi Road,15:09,15:12,487.4,1
11050,10,BSR,Vasai Road,15:47,15:50,520.3,1
11050,11,VAPI,Vapi,18:24,18:27,661.9,1
11050,12,NVS,Navsari,19:55,19:58,743.4,1
11050,13,ST,Surat,20:39,20:42,781.6,1
11050,14,BH,Bharuch Jn,22:02,22:05,855.8,1
11050,15,BRC,Vadodara Jn,23:42,23:45,945.1,1
11050,16,ANND,Anand Jn,00:34,00:37,990.6,1
11050,17,ND,Nadiad Jn,01:02,--:--,1014.4,1
11055,1,LTT,Lokmanya Tilak Term,--:--,06:00,0.0,1
11055,2,TNA,Thane,06:21,06:24,19.9,1
11055,3,KYN,Kalyan Jn,06:47,06:50,41.8,1
11055,4,NK,Nasik Road,09:22,09:25,181.1,1
11055,5,BSL,Bhusaval Jn,14:55,14:58,484.2,1
11055,6,ET,Itarsi Jn,21:12,21:15,827.3,1
11055,7,JBP,Jabalpur,02:39,02:42,1124.4,1
11055,8,STA,Satna,06:53,06:56,1354.5,2
11055,9,NYN,Naini,10:09,10:12,1532.0,2
11055,10,PRYJ,Prayagraj Jn,10:42,10:45,1560.0,2
11055,11,PLP,Phulpur,11:25,11:28,1597.4,2
11055,12,JNH,Janghai Jn,11:58,12:01,1625.6,2
11055,13,MAY,Mariahu,12:41,12:44,1663.0,2
11055,14,ZBD,Zafarabad Jn,13:08,13:11,1685.2,2
11055,15,JNU,Jaunpur Jn,13:19,13:22,1693.4,2
11055,16,SHG,Shahganj Jn,14:08,14:11,1735.9,2
11055,17,KRND,Khorason Road,14:37,14:40,1760.2,2
11055,18,SMZ,Sarai Mir,14:52,14:55,1771.6,2
11055,19,AMH,Azamgarh,15:28,15:31,1801.9,2
11055,20,MMA,Muhammadabad,16:01,16:04,1829.5,2
11055,21,MAU,Mau Jn,16:33,16:36,1856.6,2
11055,22,BLTR,Belthara Road,17:23,17:26,1900.5,2
11055,23,DEOS,Deoria Sadar,18:26,18:29,1956.0,2
11055,24,GKP,Gorakhpur Jn,19:36,--:--,2018.3,2
11056,1,GKP,Gorakhpur Jn,--:--,06:00,0.0,1
11056,2,DEOS,Deoria Sadar,07:07,07:10,62.3,1
11056,3,BLTR,Belthara Road,08:10,08:13,117.8,1
11056,4,MAU,Mau Jn,09:00,09:03,161.7,1
11056,5,MMA,Muhammadabad,09:32,09:35,188.8,1
11056,6,AMH,Azamgarh,10:05,10:08,216.4,1
11056,7,SMZ,Sarai Mir,10:41,10:44,246.7,1
11056,8,KRND,Khorason Road,10:56,10:59,258.1,1
11056,9,SHG,Shahganj Jn,11:25,11:28,282.4,1
11056,10,JNU,Jaunpur Jn,12:14,12:17,324.9,1
11056,11,ZBD,Zafarabad Jn,12:25,12:28,333.1,1
11056,12,MAY,Mariahu,12:52,12:55,355.3,1
11056,13,JNH,Janghai Jn,13:35,13:38,392.7,1
11056,14,PLP,Phulpur,14:08,14:11,420.9,1
11056,15,PRYJ,Prayagraj Jn,14:41,14:44,448.9,1
11056,16,NYN,Naini,15:24,15:27,486.3,1
11056,17,STA,Satna,18:40,18:43,663.8,1
11056,18,JBP,Jabalpur,22:54,22:57,893.9,1
11056,19,ET,Itarsi Jn,04:21,04:24,1191.0,1
11056,20,BSL,Bhusaval Jn,10:38,10:41,1534.1,2
11056,21,NK,Nasik Road,16:11,16:14,1837.2,2
11056,22,KYN,Kalyan Jn,18:46,18:49,1976.5,2
11056,23,TNA,Thane,19:12,19:15,1998.4,2
11056,24,LTT,Lokmanya Tilak Term,19:36,--:--,2018.3,2
11057,1,CSMT,C Shivaji Term Mumbai,--:--,06:00,0.0,1
11057,2,DR,Mumbai Dadar Central,06:30,06:33,28.0,1
11057,3,TNA,Thane,07:05,07:08,57.9,1
11057,4,KYN,Kalyan Jn,07:31,07:34,79.8,1
11057,5,KSRA,Kasara,08:55,08:58,154.3,1
11057,6,DVL,Devlali,10:04,10:07,214.8,1
11057,7,NK,Nasik Road,10:14,10:17,222.0,1
11057,8,MMR,Manmad Jn,11:55,11:58,312.6,1
11057,9,CSN,Chalisgaon Jn,13:26,13:29,393.4,1
11057,10,PC,Pachora Jn,14:28,14:31,448.3,1
11057,11,JL,Jalgaon Jn,15:33,15:36,505.6,1
11057,12,BSL,Bhusaval Jn,16:09,16:12,535.9,1
11057,13,SAV,Savda,16:32,16:35,554.5,1
11057,14,RV,Raver,17:00,17:03,578.3,1
11057,15,BAU,Burhanpur,17:31,17:34,604.2,1
11057,16,NPNR,Nepanagar,18:09,18:12,636.3,1
11057,17,KNW,Khandwa,19:08,19:11,687.8,1
11057,18,TLV,Talvadya,19:31,19:34,706.8,1
11057,19,CAER,Chhanera,20:12,20:15,742.1,1
11057,20,KKN,Khirkiya,20:53,20:56,777.2,1
11057,21,HD,Harda,21:39,21:42,817.3,1
11057,22,TBN,Timarni,22:01,22:04,835.0,1
